"","ID_Hogar","P9","Edad","P10","P12","P14","P1","P50","P82","P87","P90","P91","P92","P95","P96","P98","P100","P101"
"269",439691140,64,7,1,11,13,1,99,1,1,2,2,2,2,2,1,1,2
"270",440569467,62,7,1,4,15,1,9,2,2,1,1,1,1,1,1,2,2
"271",438544353,36,5,2,7,15,1,99,2,1,3,1,2,1,3,1,2,2
"272",440484276,43,5,1,5,15,2,4,1,1,2,1,3,1,1,1,3,1
"273",440598497,42,5,1,9,15,1,99,2,1,3,3,1,2,3,2,2,1
"274",440523470,35,5,1,7,6,1,4,2,1,1,2,1,1,3,3,2,1
"275",437887108,80,8,2,2,NA,1,4,2,1,3,1,1,2,2,2,1,1
"276",437960721,62,7,1,3,11,2,4,2,1,1,1,1,1,2,2,2,1
"277",437966373,74,8,1,3,15,1,4,2,2,2,1,2,1,2,2,2,2
"278",437982994,77,8,2,3,NA,2,2,2,1,2,1,2,3,1,1,1,1
"279",438206537,52,6,1,6,11,2,99,1,1,1,1,3,3,3,1,3,3
"280",438298846,38,5,2,13,11,1,99,1,1,3,1,2,2,2,2,2,2
"281",438327569,61,7,1,9,NA,2,5,1,1,3,1,2,1,2,3,1,1
"282",438341445,44,5,1,5,15,2,99,2,2,2,2,2,2,2,3,3,1
"283",438343680,40,5,2,10,11,2,2,1,1,1,1,1,2,1,2,3,1
"284",438349195,65,8,1,5,15,2,4,2,1,3,3,1,1,1,3,1,1
"285",438357080,65,8,1,3,15,1,7,1,1,2,1,1,2,2,1,1,1
"286",438359323,43,5,2,7,11,1,3,1,2,2,1,1,1,1,2,2,1
"287",438359534,52,6,1,7,16,1,6,1,2,2,1,2,2,3,2,1,1
"288",438747468,41,5,1,11,11,2,99,1,1,3,1,1,2,1,1,3,1
"289",438829099,48,6,1,13,13,1,99,1,1,1,1,1,1,3,3,2,2
"290",438851441,45,6,1,13,11,2,9,1,3,1,1,1,1,3,1,1,1
"291",438853209,55,7,2,11,14,2,99,1,1,3,1,1,1,3,3,3,1
"292",439159666,55,7,1,5,15,1,99,1,1,3,1,2,2,2,2,2,2
"293",439230066,70,8,1,5,15,89,8,1,1,1,2,2,2,3,3,2,1
"294",439242959,84,8,1,2,NA,1,99,1,1,1,1,1,3,3,3,1,1
"295",439252466,45,6,1,10,15,1,99,2,2,2,2,2,2,3,2,2,2
"296",439680686,55,7,1,5,15,1,99,1,1,2,1,1,3,1,1,3,1
"297",439683616,35,5,1,4,14,1,8,2,2,2,1,1,2,2,2,3,1
"298",439691272,63,7,2,5,NA,1,7,2,2,2,2,2,2,2,2,2,2
"299",439691384,53,6,1,5,9,1,7,1,1,3,1,1,3,2,1,3,3
"300",440150316,65,8,1,9,15,1,8,1,1,1,1,2,1,3,1,3,2
"301",440528420,40,5,1,5,11,1,6,2,1,2,1,2,2,1,1,2,3
"302",440569010,56,7,2,9,NA,1,9,1,1,1,1,2,2,2,1,1,2
"303",443470315,52,6,1,11,13,1,8,2,1,1,2,2,2,3,1,2,1
"304",437964885,29,4,1,9,9,1,8,2,1,1,1,1,2,3,1,3,1
"305",439643341,51,6,1,8,NA,2,7,1,1,1,1,1,1,2,2,1,1
"306",439680674,57,7,2,4,15,1,7,1,1,2,1,1,2,2,2,2,1
"307",438333404,26,4,1,9,11,1,7,2,1,1,1,1,1,3,2,1,1
"308",438524703,40,5,2,97,NA,2,6,1,1,1,2,2,2,2,1,2,1
"309",439221541,44,5,1,9,10,1,3,2,1,1,1,2,2,2,3,3,3
"310",439234492,34,4,1,9,15,1,5,2,1,3,1,2,2,1,1,3,1
"311",439643427,18,3,1,4,11,2,3,2,2,1,1,1,1,1,1,1,2
"312",438341727,42,5,1,11,11,1,9,1,1,2,1,1,2,3,1,3,1
"313",438599796,61,7,1,7,14,2,4,1,3,3,2,2,2,1,1,1,2
"314",438599806,63,7,1,7,NA,2,5,1,1,1,1,1,3,2,3,1,1
"315",438851741,53,6,1,7,6,2,5,2,1,2,2,2,1,2,2,2,1
"316",438851742,65,8,1,5,11,1,4,1,1,2,2,2,3,2,1,2,2
"317",439550268,38,5,1,3,13,1,7,2,1,2,2,2,1,3,2,2,2
"318",439701811,52,6,1,9,13,1,7,1,1,1,1,1,1,3,3,1,1
"319",437906843,40,5,1,7,11,2,99,2,2,2,2,2,1,2,2,2,2
"320",437911501,35,5,2,11,11,2,3,1,1,2,2,2,2,1,1,1,2
"321",437919675,38,5,1,7,11,1,99,2,2,1,1,2,2,1,2,3,2
"322",437926130,52,6,2,3,15,2,4,2,1,2,1,1,2,3,3,1,2
"323",437966380,48,6,1,8,15,1,5,2,1,2,1,1,1,3,1,3,1
"324",437966387,58,7,1,11,15,1,4,2,2,2,2,2,1,3,1,3,1
"325",437966399,47,6,1,5,15,1,4,2,1,2,1,1,1,3,1,3,1
"326",437975393,60,7,2,6,15,1,5,2,1,1,1,1,2,2,1,1,1
"327",438168384,66,8,1,3,NA,1,99,1,2,1,2,2,3,1,2,1,2
"328",438227948,53,6,2,5,11,1,7,2,1,3,1,1,1,3,1,3,1
"329",438282779,57,7,2,7,8,2,99,1,1,3,1,3,3,3,3,3,3
"330",438316565,58,7,2,7,NA,2,4,2,1,3,1,1,1,1,3,3,3
"331",438316584,53,6,1,7,11,2,99,2,1,2,2,2,3,1,2,3,2
"332",438322662,67,8,2,3,NA,1,9,2,1,3,1,2,1,1,3,3,1
"333",438325061,60,7,2,5,15,2,4,2,2,2,2,2,2,2,2,2,2
"334",438325189,29,4,1,8,15,2,4,2,1,2,2,2,2,2,3,2,2
"335",438325549,52,6,1,11,15,1,8,1,1,1,1,1,1,1,1,1,2
"336",438327501,65,8,1,9,NA,1,6,1,1,2,1,3,1,3,1,2,1
"337",438341436,52,6,2,5,11,2,6,2,1,1,1,1,2,2,1,3,1
"338",438349092,75,8,1,11,NA,1,8,1,1,1,1,2,2,2,1,2,2
"339",438359502,52,6,2,2,8,1,6,2,2,2,2,2,2,2,1,3,3
"340",438524671,38,5,2,7,8,2,7,2,2,1,1,2,1,2,2,1,2
"341",438589568,56,7,1,8,16,1,8,1,1,2,1,2,1,3,1,2,2
"342",438590373,66,8,2,3,NA,1,6,2,2,2,1,2,2,3,1,3,1
"343",438595667,81,8,2,7,NA,1,9,1,2,2,2,1,1,3,3,2,3
"344",438595817,50,6,1,8,12,2,7,1,2,2,2,1,3,3,1,2,1
"345",438597187,52,6,2,11,11,2,6,2,1,2,1,2,1,1,1,1,1
"346",438597714,42,5,1,7,11,2,8,2,2,1,2,2,1,3,2,3,3
"347",438601839,52,6,1,11,11,1,99,2,1,2,1,1,1,2,1,3,1
"348",438601845,59,7,1,9,NA,1,8,1,1,1,1,1,1,3,3,1,1
"349",438612301,38,5,1,11,11,2,8,1,1,2,1,1,1,2,3,2,3
"350",438747398,52,6,1,5,15,2,99,1,1,2,1,1,1,3,3,3,3
"351",438829070,74,8,1,11,13,1,9,1,2,3,1,1,1,2,1,2,1
"352",438850830,52,6,2,7,15,2,7,1,1,1,2,2,2,2,2,2,2
"353",439156705,38,5,1,7,11,1,6,2,1,2,1,1,3,3,2,3,3
"354",439163584,52,6,1,3,15,1,7,1,1,2,1,1,1,3,2,2,1
"355",439182310,56,7,1,7,15,2,99,1,1,3,1,1,2,2,2,2,2
"356",439237304,59,7,1,5,15,1,99,1,2,2,1,2,2,3,2,2,2
"357",439252448,33,4,1,9,15,2,6,2,1,2,1,1,1,3,3,3,2
"358",439252459,74,8,2,4,NA,2,9,1,1,3,1,1,2,2,1,3,2
"359",439643172,45,6,2,8,15,2,6,1,1,1,1,2,3,3,3,3,1
"360",439661231,45,6,1,7,11,2,3,2,1,2,2,1,2,1,2,2,1
"361",439661825,34,4,1,7,11,1,4,2,2,2,2,1,1,1,2,2,1
"362",439662359,50,6,1,7,15,2,3,2,1,2,1,1,1,1,1,3,1
"363",439685745,78,8,1,3,15,2,99,1,1,1,1,1,1,2,1,2,2
"364",439689668,37,5,1,5,15,1,99,2,1,3,3,3,3,2,1,1,3
"365",439691208,85,8,2,3,NA,1,7,1,1,2,2,1,1,3,1,2,1
"366",439691237,43,5,1,5,13,1,4,2,1,2,1,1,1,3,3,2,1
"367",440116447,68,8,2,2,15,1,6,2,2,1,2,2,2,3,2,2,1
"368",440141762,29,4,1,4,9,1,7,2,1,1,1,1,3,3,3,3,2
"369",440143944,47,6,1,8,11,1,2,1,1,2,1,1,1,1,2,1,1
"370",440527829,60,7,1,11,13,2,7,2,2,2,2,2,3,3,2,1,2
"371",440559226,37,5,1,5,14,2,5,1,1,1,1,1,1,3,1,1,1
"372",440561451,42,5,1,7,15,1,5,1,1,2,1,1,1,3,1,1,1
"373",440569410,82,8,2,5,NA,2,7,1,2,2,2,2,2,2,2,2,2
"374",440598450,35,5,1,5,11,2,3,2,1,2,2,2,2,2,2,2,2
"375",437949056,39,5,1,7,11,1,6,1,1,2,2,2,1,1,1,1,1
"376",438601836,53,6,1,2,9,1,5,1,2,2,2,1,1,3,1,2,1
"377",439196055,30,4,1,5,15,1,10,2,1,3,1,1,2,2,2,2,2
"378",439237391,28,4,1,10,15,2,99,1,2,1,2,1,2,2,2,3,2
"379",443462675,41,5,2,5,11,2,99,1,1,1,1,1,1,3,1,1,3
"380",438747413,52,6,2,5,15,1,99,1,2,2,2,2,2,3,1,3,2
"381",438851739,23,3,1,7,16,2,3,2,1,3,1,2,3,2,1,1,2
"382",438851752,63,7,1,4,17,1,5,1,1,1,1,1,1,2,1,2,1
"383",438851755,23,3,1,7,9,2,8,2,2,2,1,1,2,3,3,1,3
"384",439230143,44,5,2,5,NA,1,8,1,1,1,2,1,2,3,1,3,1
"385",439701777,40,5,1,7,17,2,6,2,1,1,1,1,1,3,2,2,2
"386",439701792,46,6,1,3,15,2,6,1,1,2,1,2,1,1,2,2,2
"387",440491489,40,5,2,5,NA,2,8,2,2,2,2,1,1,3,2,2,1
"388",440523505,40,5,2,7,NA,2,3,2,2,2,2,2,2,1,2,2,3
"389",437906873,32,4,2,11,11,2,6,1,1,2,2,1,1,3,1,2,1
"390",437949067,24,3,1,9,11,1,4,1,1,2,2,2,2,2,1,3,3
"391",437964893,46,6,2,9,15,1,9,2,2,2,1,1,2,2,1,3,1
"392",437964935,25,4,1,11,NA,1,5,2,3,2,2,2,1,1,1,2,1
"393",437964939,45,6,1,7,13,1,99,2,1,1,1,1,1,2,1,3,1
"394",437966384,61,7,2,5,11,1,5,2,2,3,2,2,2,3,1,2,2
"395",438168338,21,3,1,5,11,1,99,2,2,2,2,2,2,2,2,2,2
"396",438207830,20,3,1,5,11,2,7,2,2,2,2,3,3,2,2,2,1
"397",438215070,25,4,1,7,11,1,99,2,1,3,2,3,3,1,1,3,1
"398",438215118,41,5,2,7,11,1,99,2,3,2,2,2,2,2,2,2,2
"399",438253463,42,5,1,3,15,3,2,2,1,1,1,2,3,1,1,1,1
"400",438264037,68,8,1,11,11,1,99,1,1,2,2,2,1,3,3,1,1
"401",438264497,48,6,2,4,NA,1,3,2,2,2,2,1,1,3,3,2,1
"402",438286896,65,8,2,11,NA,1,4,1,1,1,2,2,2,3,3,1,1
"403",438324686,25,4,1,4,6,1,1,2,1,1,1,1,2,3,1,3,1
"404",438324707,38,5,1,11,15,2,5,2,1,1,1,1,2,1,1,3,2
"405",438342705,60,7,2,7,11,1,4,1,1,1,1,3,2,1,3,1,1
"406",438349086,70,8,2,8,15,1,4,2,1,1,1,1,3,3,3,2,2
"407",438359723,50,6,2,7,6,2,3,2,1,1,1,1,1,1,1,1,3
"408",438520916,36,5,2,5,15,2,2,2,2,2,2,1,2,3,2,2,2
"409",438589477,63,7,1,10,14,2,99,2,1,2,2,2,3,2,3,2,1
"410",438590362,33,4,1,11,NA,1,4,2,1,2,1,1,1,3,1,1,1
"411",438595888,50,6,1,11,11,2,7,1,2,2,2,2,2,2,1,2,2
"412",438595905,45,6,2,7,15,2,6,1,1,1,1,3,2,2,1,2,1
"413",438601843,40,5,2,5,8,1,5,1,1,2,2,2,2,2,2,2,1
"414",438612312,33,4,1,11,13,1,7,1,1,3,1,1,3,3,1,3,1
"415",438747424,67,8,1,7,15,1,99,1,1,3,3,3,2,3,2,3,3
"416",438747443,62,7,2,9,15,1,99,1,2,3,1,1,2,3,1,3,1
"417",438747455,33,4,1,5,11,2,99,1,1,2,1,2,2,3,2,1,1
"418",438823253,62,7,1,11,13,2,10,2,2,3,1,3,1,3,1,3,2
"419",439182282,43,5,1,3,11,2,99,1,1,2,1,1,1,2,2,2,2
"420",439228733,64,7,1,8,15,2,99,1,1,2,2,2,1,2,2,2,2
"421",439228740,42,5,1,7,11,2,99,1,1,1,1,2,2,1,2,3,1
"422",439228821,52,6,1,8,15,1,99,1,1,2,1,1,1,2,2,2,2
"423",439228849,51,6,1,7,15,1,99,2,1,2,1,2,1,3,2,2,2
"424",439229967,80,8,1,4,15,1,4,1,1,3,1,1,1,1,2,1,1
"425",439230135,64,7,2,2,11,2,4,2,1,2,1,1,2,3,2,2,1
"426",439234427,49,6,1,11,15,1,99,2,1,1,1,1,2,2,1,3,1
"427",439237291,53,6,1,10,15,2,99,1,2,1,2,2,1,3,3,3,1
"428",439237321,22,3,2,5,15,1,99,2,2,2,2,1,3,3,2,2,2
"429",439243387,62,7,2,11,13,2,10,2,2,3,1,1,2,2,1,3,3
"430",439252454,56,7,2,9,NA,1,3,2,1,1,1,1,3,1,1,2,3
"431",439546739,78,8,1,13,NA,2,11,1,1,1,2,1,1,1,3,1,1
"432",439633023,30,4,2,8,15,1,4,2,1,1,1,1,2,2,1,1,1
"433",439680838,60,7,1,9,NA,2,7,1,1,2,2,1,1,3,1,1,1
"434",439683583,67,8,2,3,14,2,5,1,1,2,2,1,1,2,1,2,2
"435",439683687,72,8,2,4,14,1,5,2,1,1,1,2,1,3,1,1,2
"436",439683746,46,6,2,9,15,1,5,2,1,2,1,1,2,3,1,2,1
"437",439685709,53,6,2,11,14,2,6,1,1,1,1,1,3,3,1,1,3
"438",439686067,29,4,1,11,11,1,8,2,2,1,1,2,1,1,2,1,1
"439",439689555,18,3,1,6,11,1,99,2,1,2,2,2,3,3,3,1,1
"440",439689608,36,5,1,11,11,1,6,2,1,1,1,1,1,1,3,1,1
"441",439691149,40,5,1,11,12,1,4,1,1,2,2,2,1,3,3,1,1
"442",439691316,60,7,2,5,14,1,2,2,1,2,1,1,2,2,1,3,1
"443",440528049,56,7,2,5,15,1,2,2,1,2,2,1,1,3,3,3,1
"444",440537907,63,7,1,6,11,2,5,2,1,1,1,1,1,1,1,1,1
"445",440568911,25,4,2,11,11,2,5,2,1,3,1,1,2,3,1,2,1
"446",440568965,25,4,1,11,11,2,7,2,1,3,1,1,2,3,1,3,1
"447",443452815,51,6,2,4,14,1,99,2,1,1,1,3,2,2,1,2,2
"448",443452830,40,5,2,11,11,2,99,1,1,1,2,2,2,3,2,2,2
"449",443452868,45,6,1,5,11,1,99,1,1,2,2,2,2,2,1,1,1
"450",443452882,52,6,1,5,15,2,99,1,1,1,1,2,2,2,2,2,2
"451",443459125,54,6,2,7,14,2,99,1,2,1,2,2,2,2,2,2,2
"452",443459187,54,6,2,11,14,1,99,2,1,1,1,1,2,2,1,1,1
"453",443461380,45,6,2,11,12,1,5,2,2,2,2,2,1,3,2,2,2
"454",443470324,57,7,2,5,15,1,1,1,1,2,2,1,2,2,1,2,2
"455",437926124,46,6,2,4,15,2,4,2,1,2,1,2,2,3,3,3,2
"456",437970342,79,8,1,2,14,3,4,2,2,3,3,3,3,3,1,1,1
"457",438341673,56,7,1,5,9,2,4,1,2,2,2,1,1,3,3,1,2
"458",438341676,32,4,1,9,11,2,6,2,1,2,1,2,1,1,1,1,2
"459",438599821,45,6,1,10,NA,1,1,1,1,1,1,1,1,1,1,1,1
"460",439160470,75,8,1,3,NA,1,4,1,1,1,1,1,1,3,3,1,1
"461",439208272,67,8,1,3,15,1,4,1,1,2,2,2,2,3,3,2,1
"462",439230535,48,6,2,5,11,1,4,2,2,2,1,3,3,1,3,2,2
"463",439550132,52,6,1,5,11,1,5,1,2,2,2,1,3,1,1,2,1
"464",439550178,50,6,2,11,12,1,5,1,2,1,1,1,1,2,1,3,1
"465",439550226,52,6,1,9,NA,1,7,1,1,2,2,1,3,3,2,1,1
"466",439701803,70,8,2,11,NA,2,6,1,2,2,2,2,2,2,2,2,1
"467",439701812,58,7,2,7,NA,2,4,1,1,1,2,1,3,3,2,1,2
"468",440109190,76,8,1,4,NA,1,4,2,1,2,1,1,1,1,1,1,1
"469",440142519,55,7,2,2,15,3,2,2,3,1,1,2,1,1,2,2,2
"470",440143238,63,7,1,9,11,2,5,2,1,2,2,2,1,3,1,2,1
"471",440501214,31,4,1,7,11,2,8,2,1,1,1,1,1,3,3,2,2
"472",437929113,67,8,2,5,NA,1,99,2,1,2,2,2,2,2,2,3,2
"473",437956744,44,5,1,7,14,2,7,2,1,3,1,1,3,3,1,2,1
"474",437956758,18,3,2,5,15,1,4,1,1,2,2,2,1,2,2,1,2
"475",437960727,33,4,1,6,11,1,3,2,1,2,1,1,2,2,1,3,1
"476",437970357,58,7,2,8,14,1,4,2,3,2,1,3,3,2,1,3,3
"477",437980906,25,4,1,11,13,1,6,2,2,2,1,1,2,1,1,3,2
"478",438240433,69,8,1,3,15,1,99,2,2,2,1,2,2,2,2,2,2
"479",438282755,45,6,1,13,11,1,99,1,1,3,1,1,1,3,2,2,2
"480",438291194,50,6,1,9,13,1,4,2,1,1,1,2,1,3,2,1,3
"481",438327605,66,8,2,2,15,1,3,1,3,3,1,1,3,3,1,3,1
"482",438336225,42,5,2,11,13,1,7,2,2,2,2,3,1,3,1,3,3
"483",438342590,26,4,1,11,11,1,3,2,2,2,1,1,2,2,1,3,2
"484",438342800,58,7,1,5,11,1,4,2,1,1,1,1,3,3,3,2,1
"485",438343708,46,6,1,13,15,1,3,1,1,3,1,1,1,1,3,3,1
"486",438349122,80,8,1,3,15,1,4,2,2,2,2,2,2,3,1,2,1
"487",438589455,28,4,1,8,9,1,6,2,1,1,1,2,3,2,1,1,1
"488",438589555,51,6,1,11,15,1,4,1,1,1,1,1,3,3,1,3,1
"489",438589773,72,8,2,10,NA,1,3,1,1,2,2,2,1,3,3,2,1
"490",438592546,24,3,1,5,14,1,4,2,1,2,1,1,1,3,1,3,1
"491",438595774,70,8,1,4,NA,1,2,1,1,2,2,1,2,2,2,2,2
"492",438595931,52,6,2,8,13,2,7,1,2,1,2,2,2,2,1,1,1
"493",438601846,74,8,1,4,NA,1,3,1,1,3,1,2,2,1,3,2,3
"494",438851433,22,3,2,5,11,2,4,2,1,2,1,1,1,3,3,2,1
"495",439149107,35,5,2,7,14,1,99,2,1,2,2,2,3,2,2,2,2
"496",439153919,30,4,1,11,15,2,11,2,1,2,1,1,2,2,1,3,3
"497",439169545,39,5,1,5,15,1,5,2,1,2,2,2,2,3,2,2,2
"498",439179538,60,7,1,7,14,1,99,2,1,2,2,2,1,3,3,2,1
"499",439179573,68,8,1,7,11,2,99,2,1,1,1,2,1,1,1,1,1
"500",439182251,52,6,1,7,15,3,99,2,1,3,1,3,2,3,2,2,2
"501",439228723,60,7,1,7,11,1,99,1,2,2,2,2,2,2,2,2,2
"502",439228797,63,7,1,7,14,3,99,2,1,1,1,2,1,1,1,1,2
"503",439228858,64,7,1,8,14,2,5,2,1,3,3,3,1,3,2,2,1
"504",439228878,45,6,1,7,14,1,99,2,2,2,2,2,2,2,2,2,2
"505",439229934,55,7,2,97,15,89,4,2,2,1,1,1,1,3,2,1,1
"506",439237367,30,4,2,5,11,2,99,2,1,2,1,1,1,3,1,3,2
"507",439242987,80,8,2,11,14,1,99,1,3,2,2,2,1,3,2,1,3
"508",439243005,38,5,1,4,11,1,3,2,1,2,2,2,2,2,1,3,2
"509",439243017,25,4,1,11,15,1,4,2,1,3,1,1,2,3,1,3,1
"510",439251907,36,5,1,13,12,2,8,1,1,2,1,1,2,3,1,2,1
"511",439643472,38,5,2,11,15,2,9,1,1,1,1,1,1,1,1,1,1
"512",439674935,27,4,2,9,11,2,5,1,1,3,1,1,3,3,1,3,1
"513",439680777,40,5,1,5,15,1,2,2,3,1,1,2,3,3,1,1,1
"514",439680832,70,8,2,5,15,1,3,1,1,1,1,3,2,2,1,3,3
"515",439685731,22,3,1,10,7,4,2,2,1,1,1,1,1,3,1,3,1
"516",439685736,25,4,1,11,11,2,9,1,1,3,2,1,1,3,1,2,1
"517",439685760,20,3,2,5,15,1,4,2,2,2,2,2,1,2,1,1,1
"518",439686050,55,7,2,13,13,2,10,1,1,3,1,1,1,3,3,3,1
"519",439689531,50,6,2,9,11,1,5,2,1,2,1,1,2,2,2,1,3
"520",439689544,68,8,2,5,15,1,99,1,1,2,2,2,2,2,2,2,2
"521",439701805,41,5,2,9,13,1,5,2,2,1,1,2,1,3,3,2,2
"522",440093532,24,3,1,5,15,1,4,2,1,2,1,2,3,3,1,3,1
"523",440142524,63,7,2,4,NA,1,2,1,1,1,1,2,2,2,1,1,1
"524",440498802,44,5,1,2,14,1,99,2,1,1,1,2,1,1,1,1,1
"525",440528211,26,4,2,11,11,2,3,2,2,2,2,2,1,3,1,1,1
"526",440558869,24,3,1,5,14,2,4,2,2,2,1,1,1,3,3,3,2
"527",440559000,55,7,1,8,14,2,4,2,2,1,2,1,1,3,2,2,1
"528",440569220,37,5,1,13,12,2,8,2,2,2,2,2,2,2,2,1,2
"529",440598408,78,8,1,97,NA,2,4,1,2,2,2,2,2,2,2,2,2
"530",440598525,23,3,1,5,6,2,3,2,1,2,1,1,1,2,2,3,1
"531",442823903,46,6,1,5,11,4,2,2,1,1,2,1,2,2,1,1,1
"532",443459009,30,4,1,8,11,1,7,2,1,2,1,2,3,2,1,2,2
"533",443459080,50,6,1,7,11,2,99,1,1,2,2,2,2,2,1,2,2
"534",443459209,42,5,2,7,NA,2,99,2,1,2,1,1,1,1,2,2,2
"535",443470304,22,3,2,9,NA,1,1,1,1,1,2,2,1,2,1,1,2
"536",443470318,68,8,2,13,13,2,3,1,3,3,1,2,2,2,2,3,2
